page_id,word_count,content_age_days,days_since_update,monthly_traffic,search_volume,avg_position,ctr,engagement_rate,bounce_rate,backlinks,content_quality,refresh_score,priority
PAGE_0489,3274,716,453,25044,57097,48.97,0.0511,0.704,0.107,336,0.302,0.5421524522480542,Medium
PAGE_0490,2482,314,885,43864,62659,21.62,0.0372,0.676,0.126,489,0.924,0.4448546765084013,Medium
PAGE_0491,1353,745,299,1234,64992,25.6,0.1468,0.121,0.782,402,0.621,0.522114336496423,Medium
PAGE_0492,550,792,183,30231,70509,45.59,0.2168,0.45,0.647,638,0.833,0.39080696949842775,Medium
PAGE_0493,1074,1280,643,37987,8735,36.15,0.1245,0.383,0.312,190,0.292,0.6687876382350673,High
PAGE_0494,3761,977,756,38562,33165,29.52,0.2487,0.669,0.65,670,0.942,0.5221151366003193,Medium
PAGE_0495,1648,410,691,22620,33883,40.09,0.173,0.284,0.734,842,0.857,0.5445334127631255,Medium
PAGE_0496,2697,489,112,21969,34252,43.35,0.0278,0.602,0.345,334,0.38,0.44090315377763906,Medium
PAGE_0497,2861,1060,651,37032,58841,23.39,0.2483,0.876,0.129,521,0.899,0.29413576298970384,Low
PAGE_0498,3117,58,455,5139,51602,24.28,0.1079,0.778,0.846,618,0.411,0.4125799730022347,Medium
PAGE_0499,3913,936,304,21381,29192,19.92,0.079,0.883,0.376,86,0.364,0.45224980215531113,Medium
PAGE_0500,2852,1086,742,47499,17753,48.37,0.1439,0.932,0.185,578,0.411,0.5148457850409709,Medium
PAGE_0501,2215,908,313,10542,98099,35.16,0.083,0.109,0.493,61,0.928,0.512051717860575,Medium
PAGE_0502,1181,108,202,8352,99664,5.08,0.0307,0.629,0.715,386,0.932,0.3197780867315354,Low
PAGE_0503,1337,976,356,27686,40569,43.29,0.0103,0.451,0.277,145,0.463,0.5079619136143289,Medium
PAGE_0504,1577,488,747,17668,86583,24.55,0.1179,0.831,0.316,152,0.764,0.4262469082741789,Medium
PAGE_0505,3550,599,92,20910,59854,4.37,0.2108,0.314,0.294,618,0.741,0.31328232762159375,Low
PAGE_0506,2991,1483,102,1651,30078,27.94,0.1474,0.934,0.893,659,0.845,0.44276369397165466,Medium
PAGE_0507,3160,767,792,12725,87692,21.44,0.2498,0.622,0.258,697,0.437,0.4727244482878694,Medium
PAGE_0508,3540,1338,665,34497,94643,44.01,0.0788,0.775,0.56,348,0.608,0.6428521516046156,Medium
PAGE_0509,2811,545,404,26349,43269,11.0,0.0773,0.173,0.84,853,0.734,0.5653165125444192,Medium
PAGE_0510,3624,1152,662,1461,48387,41.5,0.0483,0.256,0.218,177,0.221,0.6546316004671833,High
PAGE_0511,2095,426,537,26249,54845,28.33,0.0494,0.745,0.877,888,0.501,0.5985999224034317,Medium
PAGE_0512,3551,68,816,4470,5643,3.68,0.0784,0.119,0.858,846,0.757,0.5853707455212998,Medium
PAGE_0513,504,1324,427,5383,56492,48.62,0.2003,0.794,0.808,486,0.402,0.544542151210048,Medium
PAGE_0514,1626,916,149,7710,21167,26.12,0.2274,0.112,0.272,777,0.966,0.32829470329465554,Low
PAGE_0515,1719,826,466,43426,51133,15.25,0.244,0.659,0.607,660,0.224,0.4436564824289904,Medium
PAGE_0516,1273,186,858,15024,45356,24.0,0.0657,0.41,0.709,246,0.966,0.49620683605951477,Medium
PAGE_0517,1376,1128,705,47707,90733,43.04,0.2215,0.62,0.889,253,0.373,0.57218283925461,Medium
PAGE_0518,1491,913,494,44817,69445,15.94,0.0888,0.692,0.244,499,0.239,0.43488287870439374,Medium
PAGE_0519,3431,1183,315,10726,22291,10.44,0.0371,0.391,0.713,540,0.434,0.6339855415676303,Medium
PAGE_0520,3921,1003,294,34861,86903,7.32,0.2188,0.192,0.371,351,0.829,0.45335713233153957,Medium
PAGE_0521,546,1137,349,969,72842,15.6,0.1627,0.159,0.241,511,0.802,0.4440061825527546,Medium
PAGE_0522,3414,1075,702,31652,86693,39.22,0.0495,0.601,0.437,777,0.367,0.7167679700169151,High
PAGE_0523,3370,878,405,1114,29092,24.11,0.1132,0.543,0.735,12,0.357,0.6059880008850849,Medium
PAGE_0524,3483,1435,849,10203,81631,12.15,0.0789,0.731,0.472,558,0.714,0.6361632849658784,Medium
PAGE_0525,3203,777,118,17086,48903,9.14,0.1868,0.533,0.53,150,0.566,0.34905976757088375,Low
PAGE_0526,768,1493,683,44881,63577,17.3,0.1188,0.459,0.896,49,0.834,0.6221015080060558,Medium
PAGE_0527,869,1018,232,30571,13310,47.06,0.2474,0.438,0.419,214,0.219,0.4497383786332157,Medium
PAGE_0528,1135,50,850,33558,83429,17.81,0.0231,0.122,0.592,990,0.688,0.6010391749610194,Medium
PAGE_0529,1629,332,768,25169,26370,49.42,0.0952,0.385,0.392,643,0.785,0.48498171990954014,Medium
PAGE_0530,2193,898,363,16973,62108,24.78,0.1257,0.93,0.414,371,0.995,0.3804096936087793,Medium
PAGE_0531,2182,113,251,23348,5297,9.78,0.1308,0.843,0.657,112,0.743,0.3479269073316511,Low
PAGE_0532,1156,1440,70,23724,7552,44.67,0.0858,0.38,0.85,251,0.385,0.6330057723021614,Medium
PAGE_0533,619,1310,737,43616,41586,23.56,0.185,0.6,0.534,962,0.287,0.640288423642081,Medium
PAGE_0534,1330,599,97,29161,14959,35.77,0.2199,0.82,0.715,340,0.713,0.2873155643564533,Low
PAGE_0535,2310,963,805,24270,27336,49.2,0.2353,0.475,0.171,52,0.619,0.47751134663689015,Medium
PAGE_0536,1581,1215,543,8124,31999,3.46,0.2032,0.115,0.269,129,0.919,0.5083456702688872,Medium
PAGE_0537,2474,1216,666,16778,32183,5.74,0.2141,0.163,0.502,835,0.781,0.5558711884503494,Medium
PAGE_0538,1869,1038,651,38356,67808,36.3,0.1421,0.534,0.116,192,0.608,0.5137320817906501,Medium
PAGE_0539,1240,822,627,20511,16763,14.81,0.2082,0.924,0.302,590,0.523,0.3705780618761997,Medium
PAGE_0540,616,821,661,43903,93176,10.03,0.0828,0.689,0.514,56,0.523,0.5300094869965608,Medium
PAGE_0541,2353,1324,156,19396,19153,2.93,0.1056,0.16,0.112,96,0.381,0.5020826071096864,Medium
PAGE_0542,3338,521,284,26393,11185,2.07,0.0861,0.261,0.312,197,0.214,0.48640911435851375,Medium
PAGE_0543,1650,237,724,27272,30664,38.95,0.1222,0.756,0.511,646,0.66,0.4248003621301888,Medium
PAGE_0544,3964,1113,45,21228,89845,7.59,0.0785,0.815,0.559,146,0.37,0.4982727341006198,Medium
PAGE_0545,2431,459,506,18357,59195,23.92,0.2408,0.625,0.841,683,0.367,0.45775740990315417,Medium
PAGE_0546,1512,1014,91,12955,69617,30.69,0.0851,0.648,0.616,574,0.3,0.4660329902686697,Medium
PAGE_0547,2164,1362,461,19742,21253,21.99,0.0335,0.124,0.432,576,0.352,0.6652856304272375,High
PAGE_0548,1581,549,699,35685,5347,2.33,0.1364,0.804,0.844,294,0.225,0.5564634074658055,Medium
PAGE_0549,1133,620,297,20125,10653,39.39,0.0237,0.77,0.728,722,0.739,0.49232869756600367,Medium
PAGE_0550,1012,1080,64,4558,20911,1.52,0.0365,0.32,0.26,620,0.521,0.5412615305660613,Medium
PAGE_0551,3349,228,808,5407,95481,38.33,0.0627,0.702,0.205,793,0.649,0.40271260564746975,Medium
PAGE_0552,1619,416,605,41801,6235,44.77,0.1214,0.283,0.641,683,0.71,0.5254416850452129,Medium
PAGE_0553,1641,378,523,18525,5673,22.21,0.114,0.134,0.548,11,0.978,0.4515660483779445,Medium
PAGE_0554,1059,989,591,49931,79367,27.24,0.2019,0.271,0.732,917,0.255,0.6132333764522945,Medium
PAGE_0555,987,722,498,43527,7289,24.37,0.1875,0.252,0.691,332,0.534,0.4982560769660475,Medium
PAGE_0556,3808,407,796,28373,80177,20.07,0.1123,0.387,0.6,219,0.397,0.5795736581319683,Medium
PAGE_0557,1396,928,690,38606,43746,44.48,0.0901,0.456,0.889,397,0.581,0.6175312828700578,Medium
PAGE_0558,3843,945,354,5768,76723,44.8,0.086,0.532,0.527,341,0.936,0.45394113896213606,Medium
PAGE_0559,1712,556,333,26034,53787,17.46,0.1958,0.505,0.19,797,0.779,0.35100106861086955,Medium
PAGE_0560,1203,1206,305,47295,68412,31.14,0.0225,0.33,0.763,511,0.73,0.6394649033774588,Medium
PAGE_0561,1970,763,898,7797,27664,46.42,0.0131,0.125,0.301,171,0.553,0.7442914372095581,High
PAGE_0562,1080,235,713,24517,28935,48.14,0.2009,0.614,0.722,467,0.737,0.44067849466883774,Medium
PAGE_0563,3337,484,230,16546,61687,25.94,0.1245,0.436,0.866,747,0.226,0.5267799865293488,Medium
PAGE_0564,3408,1326,474,40697,7797,23.19,0.0414,0.354,0.657,986,0.669,0.668980201558705,High
PAGE_0565,2794,1289,353,10851,80265,14.66,0.0665,0.837,0.577,165,0.643,0.5016871660286519,Medium
PAGE_0566,3647,550,64,46318,74022,47.98,0.2338,0.735,0.468,698,0.477,0.22309470509273324,Low
PAGE_0567,653,1046,511,7452,17146,8.0,0.2163,0.829,0.392,169,0.361,0.47742735676614445,Medium
PAGE_0568,2179,985,757,13616,57923,29.41,0.1803,0.521,0.382,563,0.846,0.4397656830134436,Medium
PAGE_0569,1496,755,509,23399,73680,14.84,0.1257,0.211,0.609,511,0.243,0.6452558094367052,Medium
PAGE_0570,3657,1043,94,32057,53470,14.67,0.1349,0.692,0.701,830,0.256,0.5144899678558101,Medium
PAGE_0571,3244,530,37,29027,9715,20.84,0.2441,0.275,0.643,188,0.552,0.3293432545175757,Low
PAGE_0572,3856,146,330,41194,5160,49.94,0.2418,0.475,0.259,119,0.402,0.2919373101063321,Low
PAGE_0573,1743,415,372,36512,76536,3.69,0.0617,0.155,0.495,104,0.796,0.482233841816276,Medium
PAGE_0574,1592,1397,460,29593,60619,29.35,0.2047,0.802,0.733,673,0.707,0.47160374936627875,Medium
PAGE_0575,3618,613,453,26811,71217,5.05,0.0573,0.207,0.481,806,0.818,0.5326356056804691,Medium
PAGE_0576,1508,424,361,8103,61258,8.57,0.0612,0.868,0.529,40,0.46,0.4490456490030214,Medium
PAGE_0577,2641,1117,467,31807,34882,22.54,0.1723,0.835,0.717,888,0.792,0.41954226790670895,Medium
PAGE_0578,2273,750,617,3378,85809,26.01,0.1072,0.495,0.629,875,0.89,0.4846978408976457,Medium
PAGE_0579,1457,101,203,7396,78633,13.68,0.2336,0.733,0.427,676,0.476,0.25001357239858696,Low
PAGE_0580,3559,303,588,25498,58355,16.51,0.0314,0.627,0.816,320,0.472,0.5939940765957784,Medium
PAGE_0581,952,1373,556,35942,72784,5.26,0.1328,0.783,0.23,885,0.92,0.47556077209166303,Medium
PAGE_0582,1727,367,688,13361,57018,15.86,0.2304,0.467,0.896,334,0.24,0.4720046731764425,Medium
PAGE_0583,3459,1419,55,11273,84384,48.36,0.227,0.768,0.195,159,0.48,0.3485123968907474,Low
PAGE_0584,2765,636,849,30549,79658,47.29,0.0476,0.493,0.112,263,0.295,0.6076868751767699,Medium
PAGE_0585,3021,195,634,41180,85649,17.41,0.098,0.9,0.812,864,0.223,0.4874400943653002,Medium
PAGE_0586,2979,40,435,1737,81522,28.97,0.1586,0.513,0.296,529,0.29,0.35446762933804515,Medium
PAGE_0587,2888,1354,261,31881,25356,45.57,0.0483,0.493,0.684,684,0.545,0.5840446928436842,Medium
PAGE_0588,1050,758,562,13752,30105,1.3,0.2423,0.767,0.749,476,0.75,0.40613624180282204,Medium
PAGE_0589,2135,830,848,5203,6738,40.72,0.2295,0.798,0.787,351,0.431,0.5157383084908185,Medium
PAGE_0590,1812,131,579,25600,37519,47.47,0.0501,0.571,0.893,544,0.88,0.5021712444251549,Medium
PAGE_0591,3825,1478,817,49896,33477,5.47,0.0391,0.253,0.335,772,0.55,0.7091411781488625,High
PAGE_0592,2257,1445,534,34900,43216,8.91,0.0305,0.498,0.668,209,0.975,0.5911985710738759,Medium
PAGE_0593,856,808,698,35629,36734,48.08,0.2283,0.923,0.192,495,0.963,0.3098036874435766,Low
PAGE_0594,2570,243,208,48063,82391,27.34,0.0565,0.74,0.425,894,0.819,0.3689897188436497,Medium
PAGE_0595,2285,1141,161,18552,23482,1.7,0.1099,0.789,0.778,841,0.946,0.44417950716583465,Medium
PAGE_0596,3069,430,852,49493,56163,13.62,0.1177,0.128,0.394,381,0.766,0.5687125817001888,Medium
PAGE_0597,2281,617,484,31274,22494,23.05,0.1538,0.498,0.573,675,0.916,0.42997976036124547,Medium
PAGE_0598,3671,918,377,35536,67889,34.95,0.0272,0.65,0.503,480,0.389,0.5310483494417885,Medium
PAGE_0599,3349,1099,569,47506,964,36.92,0.0644,0.806,0.617,918,0.476,0.5653858042697621,Medium
PAGE_0600,3751,621,801,16054,99672,49.78,0.2336,0.142,0.878,935,0.802,0.5364401220683983,Medium
PAGE_0601,3794,1363,435,17286,40322,15.09,0.228,0.825,0.145,4,0.54,0.4413468000565588,Medium
PAGE_0602,3309,1139,105,12456,13766,27.37,0.1975,0.566,0.559,33,0.87,0.38401010193848334,Medium
PAGE_0603,2989,121,608,33063,21055,27.13,0.0147,0.268,0.79,791,0.902,0.48540527336358336,Medium
PAGE_0604,2131,702,883,2287,81945,20.88,0.0885,0.37,0.485,144,0.44,0.6815518145737629,High
PAGE_0605,3316,743,521,11807,69690,9.29,0.1607,0.34,0.163,350,0.859,0.40306590151110666,Medium
PAGE_0606,1515,965,223,35198,66571,48.9,0.076,0.551,0.548,582,0.323,0.5533235626578289,Medium
PAGE_0607,1848,271,191,27035,88414,42.81,0.2283,0.144,0.366,464,0.467,0.38641791597917025,Medium
PAGE_0608,1015,31,376,21325,43398,25.42,0.1621,0.235,0.224,347,0.614,0.2698168283851848,Low
PAGE_0609,3587,254,390,3706,63208,30.56,0.0273,0.791,0.779,741,0.381,0.5088412645517317,Medium
PAGE_0610,3339,830,798,32928,49024,12.14,0.2282,0.213,0.517,124,0.663,0.539652718048719,Medium
PAGE_0611,835,618,613,26589,16809,27.65,0.2399,0.298,0.847,789,0.663,0.4349254623037718,Medium
PAGE_0612,2282,145,116,14487,9826,35.05,0.0287,0.485,0.745,270,0.366,0.42801529833534,Medium
PAGE_0613,2805,947,291,4027,60924,26.24,0.1378,0.54,0.654,356,0.837,0.4361650770842854,Medium
PAGE_0614,996,1156,243,6396,40642,49.52,0.0828,0.749,0.104,526,0.705,0.4313228746363467,Medium
PAGE_0615,1395,223,694,30544,20345,30.96,0.1043,0.48,0.442,753,0.454,0.49228841705519466,Medium
PAGE_0616,2707,1219,751,46490,34853,19.18,0.0531,0.771,0.258,497,0.386,0.6171558616523953,Medium
PAGE_0617,1351,900,602,46993,79888,38.84,0.1487,0.626,0.829,152,0.903,0.49887392689258314,Medium
PAGE_0618,2187,119,809,2691,21416,9.35,0.2399,0.196,0.24,52,0.869,0.4105915726736191,Medium
PAGE_0619,2431,151,291,44995,84798,19.84,0.1307,0.233,0.329,148,0.384,0.42881093469842596,Medium
PAGE_0620,3237,172,759,48616,16060,18.0,0.0299,0.471,0.513,502,0.228,0.6006456644535201,Medium
PAGE_0621,2927,1023,312,26247,30891,22.16,0.1588,0.437,0.311,869,0.844,0.38065934329744555,Medium
PAGE_0622,2068,135,677,38989,25316,39.31,0.0917,0.732,0.268,449,0.692,0.3936196268983758,Medium
PAGE_0623,1456,916,496,1300,32567,24.72,0.2154,0.594,0.579,218,0.281,0.5921717097169328,Medium
PAGE_0624,3238,457,409,15821,64527,39.91,0.1143,0.43,0.171,624,0.67,0.41775024081720163,Medium
PAGE_0625,3998,1358,391,19338,62147,29.25,0.0563,0.245,0.147,799,0.562,0.562995272046581,Medium
PAGE_0626,2136,346,478,11187,73390,17.76,0.0559,0.293,0.398,276,0.82,0.5171393522619575,Medium
PAGE_0627,1791,664,470,30916,47114,40.69,0.1945,0.589,0.677,451,0.367,0.4609259691340592,Medium
PAGE_0628,1940,38,122,23508,4178,12.68,0.0737,0.46,0.544,427,0.563,0.38753689899910826,Medium
PAGE_0629,1691,803,650,39840,78489,11.99,0.1941,0.538,0.438,82,0.325,0.5199151161885731,Medium
PAGE_0630,1566,1126,782,236,50619,25.72,0.0594,0.245,0.553,961,0.966,0.6450349837004778,Medium
PAGE_0631,784,1412,896,17513,4142,13.78,0.0872,0.663,0.392,217,0.823,0.6275226693225711,Medium
PAGE_0632,2944,252,453,48214,49152,1.45,0.1217,0.825,0.849,737,0.789,0.38906961387431876,Medium
PAGE_0633,511,1469,171,19078,14489,32.77,0.2364,0.319,0.144,781,0.752,0.39129647543651697,Medium
PAGE_0634,2130,582,320,761,96061,26.04,0.2336,0.518,0.639,526,0.539,0.3563460885742162,Medium
PAGE_0635,3873,1423,461,35340,68211,22.83,0.0596,0.929,0.813,403,0.939,0.5144172068714618,Medium
PAGE_0636,3824,745,778,27353,93815,48.38,0.096,0.383,0.743,289,0.258,0.6899411332005688,High
PAGE_0637,3046,1317,881,26984,50833,28.99,0.0459,0.606,0.247,419,0.843,0.5930563482931752,Medium
PAGE_0638,1253,1371,853,32954,34854,43.31,0.1324,0.177,0.337,338,0.372,0.6838152589019084,High
PAGE_0639,2582,1137,718,10804,18724,7.83,0.1205,0.615,0.674,776,0.459,0.7136752725731962,High
PAGE_0640,3274,1371,682,39087,85986,28.89,0.2262,0.176,0.167,710,0.616,0.6295659183137927,Medium
PAGE_0641,3396,140,730,24627,26781,43.53,0.2332,0.915,0.749,669,0.826,0.3595936117282773,Medium
PAGE_0642,589,280,78,16422,89624,29.57,0.1021,0.708,0.675,844,0.871,0.32945201880933134,Low
PAGE_0643,1275,412,331,47617,81106,36.18,0.128,0.77,0.684,986,0.667,0.3643663896569937,Medium
PAGE_0644,3152,36,219,7068,24804,19.23,0.2251,0.698,0.18,958,0.522,0.1768494385085292,Low
PAGE_0645,3517,488,165,27618,95013,5.53,0.2036,0.601,0.674,418,0.957,0.2867632585505191,Low
PAGE_0646,2125,1137,584,46464,94208,23.44,0.0109,0.482,0.644,908,0.397,0.6895966744060142,High
PAGE_0647,3569,237,433,27986,7593,20.33,0.0868,0.83,0.765,206,0.842,0.4110845490083108,Medium
PAGE_0648,917,929,894,1800,69739,43.49,0.1112,0.913,0.133,685,0.69,0.4304032383013381,Medium
PAGE_0649,614,1443,631,28346,54483,12.96,0.0651,0.524,0.118,695,0.502,0.6717796372590872,High
PAGE_0650,1116,1367,836,35568,3094,48.37,0.0579,0.892,0.398,264,0.201,0.6864951859450106,High
PAGE_0651,3767,51,370,23299,69380,47.95,0.0191,0.596,0.219,982,0.557,0.3409413212057659,Low
PAGE_0652,1325,439,786,44689,47334,13.13,0.1644,0.558,0.547,757,0.421,0.5244842438604658,Medium
PAGE_0653,2149,924,733,32215,47391,18.05,0.073,0.486,0.834,35,0.283,0.6749653629960771,High
PAGE_0654,2016,544,347,5620,92968,44.88,0.0226,0.278,0.413,372,0.26,0.5381582415421469,Medium
PAGE_0655,3646,1180,647,44378,5694,48.36,0.0654,0.103,0.776,487,0.478,0.709249054495877,High
PAGE_0656,912,838,392,36555,7471,22.73,0.2025,0.305,0.1,258,0.692,0.3850998655898695,Medium
PAGE_0657,3947,903,851,49848,47415,16.73,0.2144,0.533,0.235,993,0.87,0.5187525818337365,Medium
PAGE_0658,3991,43,411,21029,83664,26.78,0.1259,0.423,0.124,530,0.347,0.3774066268259898,Medium
PAGE_0659,1228,1000,262,41705,79626,34.7,0.1099,0.481,0.363,923,0.54,0.4977322497334532,Medium
PAGE_0660,3848,1007,806,15055,16726,14.4,0.2447,0.934,0.827,22,0.514,0.5515632062327219,Medium
PAGE_0661,3568,1043,373,44149,86105,37.09,0.0581,0.398,0.178,103,0.611,0.5081028656987799,Medium
PAGE_0662,3308,1065,578,14017,7230,3.53,0.0617,0.484,0.585,240,0.848,0.5365438438912042,Medium
PAGE_0663,1175,116,846,4857,6928,3.42,0.08,0.213,0.461,902,0.643,0.49825441616418187,Medium
PAGE_0664,3965,938,582,13145,57614,19.93,0.0515,0.141,0.851,872,0.877,0.636826434489995,Medium
PAGE_0665,2392,1354,558,41780,52764,18.32,0.101,0.759,0.198,715,0.615,0.5518514227347918,Medium
PAGE_0666,3004,1296,885,4833,17983,16.47,0.2286,0.585,0.27,252,0.683,0.5606684311681553,Medium
PAGE_0667,3467,151,818,31054,43159,25.06,0.1577,0.747,0.124,141,0.55,0.3890325299518944,Medium
PAGE_0668,2739,1200,848,31235,84178,16.72,0.1089,0.227,0.447,813,0.858,0.6490708029412056,Medium
PAGE_0669,3286,779,600,7181,43032,10.42,0.2343,0.586,0.322,654,0.939,0.36206526918662807,Medium
PAGE_0670,1622,1409,212,41558,61369,16.16,0.0216,0.316,0.796,450,0.711,0.6229233179641378,Medium
PAGE_0671,2071,714,70,23601,76086,48.77,0.0605,0.294,0.584,782,0.857,0.4172600481899393,Medium
PAGE_0672,1477,338,580,21213,86059,21.14,0.1458,0.11,0.591,306,0.247,0.5274320482265002,Medium
PAGE_0673,1508,724,426,34541,2135,22.79,0.1577,0.211,0.526,983,0.925,0.5089937744987536,Medium
PAGE_0674,2643,317,733,47186,40845,29.25,0.0195,0.363,0.173,499,0.351,0.5674391845747753,Medium
PAGE_0675,2187,336,808,24790,17341,49.18,0.1067,0.199,0.456,621,0.405,0.5748615978858426,Medium
PAGE_0676,3210,943,523,44039,53075,12.84,0.1658,0.938,0.9,7,0.243,0.6049605516293299,Medium
PAGE_0677,3761,691,688,29445,23254,34.38,0.1775,0.362,0.768,68,0.972,0.5639816951450899,Medium
PAGE_0678,536,578,362,46413,25725,36.08,0.1632,0.211,0.815,701,0.882,0.5502458617013624,Medium
PAGE_0679,3940,1405,156,44671,45050,30.76,0.0869,0.269,0.759,690,0.931,0.5462601765498627,Medium
PAGE_0680,2048,341,587,26929,98702,5.34,0.0324,0.6,0.182,574,0.878,0.4152280342944939,Medium
PAGE_0681,2826,902,586,35162,56496,34.17,0.1125,0.154,0.282,67,0.584,0.5841175665637333,Medium
PAGE_0682,2764,1112,30,3730,99327,4.14,0.0409,0.833,0.102,717,0.939,0.3797588873307665,Medium
PAGE_0683,3414,953,197,47961,13431,30.21,0.2374,0.917,0.343,911,0.976,0.2477651397831462,Low
PAGE_0684,1372,784,649,31970,64027,37.24,0.124,0.31,0.187,979,0.602,0.4861049098445144,Medium
PAGE_0685,2321,64,48,49398,86326,11.34,0.0861,0.483,0.478,407,0.34,0.3431886125769782,Low
PAGE_0686,1796,474,361,47321,84819,42.24,0.1939,0.119,0.642,517,0.727,0.4818051657038887,Medium
PAGE_0687,2609,122,613,45042,63114,2.49,0.1295,0.645,0.8,118,0.98,0.4196699446835286,Medium
PAGE_0688,1095,1260,485,3553,39446,42.35,0.0844,0.452,0.699,824,0.898,0.5723004744030633,Medium
PAGE_0689,2403,382,138,37375,70511,23.56,0.2049,0.33,0.851,30,0.889,0.3462995966524083,Low
PAGE_0690,1228,932,297,43470,54578,11.66,0.2181,0.276,0.143,517,0.947,0.34222070050975717,Low
PAGE_0691,1865,1385,474,38496,12354,7.56,0.1715,0.656,0.11,482,0.915,0.455121170896658,Medium
PAGE_0692,896,891,269,8428,55834,47.71,0.0213,0.454,0.629,206,0.821,0.495229189394411,Medium
PAGE_0693,1198,188,330,15634,28721,4.56,0.1459,0.253,0.331,668,0.775,0.31990766697541967,Low
PAGE_0694,3590,986,631,19844,76541,10.76,0.1932,0.686,0.303,578,0.412,0.5410231520962625,Medium
PAGE_0695,2724,53,132,19489,46221,18.04,0.0428,0.58,0.365,970,0.697,0.32467163416118977,Low
PAGE_0696,2135,433,279,36420,81518,31.39,0.0649,0.83,0.316,386,0.617,0.3587634705590719,Medium
PAGE_0697,895,834,482,49270,60297,27.7,0.2218,0.2,0.509,411,0.89,0.46821087470264333,Medium
PAGE_0698,2992,545,549,35110,84677,7.16,0.0148,0.768,0.452,841,0.593,0.4697693559106292,Medium
PAGE_0699,3804,761,182,14765,94734,15.2,0.1907,0.672,0.51,369,0.302,0.43040599113440536,Medium
PAGE_0700,575,1417,888,37965,42531,12.7,0.1237,0.198,0.638,352,0.204,0.7859648494867435,High
PAGE_0701,764,1435,203,8740,99345,11.46,0.1172,0.691,0.41,943,0.742,0.49644462054496474,Medium
PAGE_0702,3002,561,372,34816,4937,21.15,0.0117,0.475,0.301,335,0.64,0.4323346436165612,Medium
PAGE_0703,2319,985,699,25621,90125,35.5,0.2067,0.903,0.233,890,0.465,0.45591665230565054,Medium
PAGE_0704,1217,181,460,30149,83263,11.66,0.0964,0.22,0.38,905,0.335,0.48532857841983734,Medium
PAGE_0705,3282,976,756,5718,71332,18.97,0.1398,0.646,0.693,288,0.573,0.5642140343896334,Medium
PAGE_0706,3955,637,718,37104,49094,20.15,0.1726,0.425,0.705,995,0.28,0.6140692262652712,Medium
PAGE_0707,1350,449,716,2020,79179,48.85,0.1786,0.913,0.634,962,0.469,0.4451681200921712,Medium
PAGE_0708,1890,1303,881,44037,12715,47.78,0.2394,0.38,0.287,964,0.503,0.6004514950558171,Medium
PAGE_0709,643,1170,879,4288,1566,40.21,0.1375,0.918,0.57,139,0.572,0.6188046909569225,Medium
PAGE_0710,1384,895,687,12307,30871,12.84,0.1059,0.866,0.557,952,0.573,0.5499048693266185,Medium
PAGE_0711,3640,607,353,338,83986,4.33,0.2389,0.33,0.487,299,0.406,0.3962766437263636,Medium
PAGE_0712,3670,364,702,33072,66011,16.53,0.1641,0.783,0.54,12,0.88,0.37137094568301876,Medium
PAGE_0713,895,1471,668,10899,98666,14.07,0.0816,0.946,0.493,663,0.484,0.6188465181803345,Medium
PAGE_0714,3596,961,449,5652,20846,25.79,0.0404,0.315,0.552,427,0.384,0.6554374181583198,High
PAGE_0715,3495,324,623,29016,88522,39.11,0.2122,0.471,0.672,824,0.341,0.4715957561664273,Medium
PAGE_0716,3438,784,514,5027,60839,43.06,0.0969,0.542,0.188,863,0.458,0.4947511599413912,Medium
PAGE_0717,1992,1424,688,28064,98287,42.4,0.1685,0.351,0.7,399,0.254,0.7116531687473747,High
PAGE_0718,3722,215,780,11264,73469,18.62,0.123,0.113,0.209,991,0.226,0.5686269755516524,Medium
PAGE_0719,1667,1299,441,37258,1993,34.67,0.0577,0.287,0.153,108,0.684,0.5285115788770186,Medium
PAGE_0720,3116,666,113,19171,30673,16.33,0.1544,0.34,0.881,484,0.695,0.4057201471952267,Medium
PAGE_0721,1562,1321,142,48509,97007,3.98,0.0246,0.477,0.866,887,0.624,0.539901778482047,Medium
PAGE_0722,2656,1290,766,6260,40974,35.38,0.1092,0.245,0.148,355,0.81,0.5938190550839195,Medium
PAGE_0723,1565,559,361,15910,77462,1.48,0.1412,0.842,0.455,148,0.231,0.3864098487411287,Medium
PAGE_0724,1709,50,407,5226,87560,21.05,0.1147,0.699,0.249,878,0.949,0.33254288018256395,Low
PAGE_0725,3482,940,784,30109,33467,17.14,0.1897,0.172,0.488,715,0.276,0.6613590371895434,High
PAGE_0726,2945,896,684,33684,21299,34.98,0.2087,0.653,0.764,306,0.739,0.466590658493329,Medium
PAGE_0727,3794,823,70,46282,91504,38.55,0.1951,0.656,0.86,532,0.307,0.47683281120218723,Medium
PAGE_0728,1133,129,799,25496,74428,15.9,0.0193,0.913,0.607,59,0.904,0.48580050464067337,Medium
PAGE_0729,1656,781,826,292,57824,40.77,0.0566,0.103,0.383,434,0.609,0.6909406135366494,High
PAGE_0730,3734,507,134,36513,86233,15.4,0.1388,0.311,0.583,20,0.266,0.4407556269126336,Medium
PAGE_0731,1738,1351,231,12916,36505,22.87,0.2344,0.889,0.35,874,0.693,0.3775082967134319,Medium
PAGE_0732,1232,969,479,39182,98332,36.62,0.2104,0.892,0.828,381,0.207,0.5558244630247243,Medium
PAGE_0733,734,555,848,32230,16089,34.95,0.2122,0.712,0.796,244,0.821,0.5217001589371604,Medium
